    name_id,descr_it,category_it,covered_by_verona_card,address,latitude,longitude,orario_invernale,giorni_sett,orario_estivo,orario_sette
Il ricco baldacchino ad archi trilobati, presenta sul frontone preziosi altorilievi con scene di storia sacra. Sulla cuspide si trova una copia della statua equestre di Mastino II, completamente chiusa nell’armatura e in rigida posizione di comando, mentre l'originale è visibile al museo di Castelvecchio.\n
L'arca di Cansignorio (1375) è la più ricca di decorazioni, forse fin troppo elaborata. Concepita su disegno di Bonino da Campione, le sculture sono state realizzate da questo artista e da altre maestranze campionesi e locali.\n
A base esagonale, è cinta da una cancellata adorna di 6 statue di santi guerrieri; 6 colonne reggono il piano di marmo rosso su cui è appoggiato il sarcofago decorato con bassorilievi con storie tratte dai Vangeli (alcune di queste decorazioni recano tracce di originarie colorazioni).\n
Anche il baldacchino ad archi polilobati si alza su 6 colonnine tortili, riccamente decorate. Nei timpani sono scolpite statue raffiguranti le Virtù; tra questi e in piccoli tabernacoli laterali, sono collocate statue di angeli che reggono lo scudo degli Scaligeri. La cuspide esagonale termina con un plinto con sculture di Apostoli, sopra cui si innalza la grande statua equestre di Cansignorio.\n
Tra le altre sepolture scaligere presenti nell'area, sono da ricordare il sarcofago di Alberto I (1301), riccamente scolpito e l'arca pensile di Giovanni della Scala (1359), opera di Andriolo de' Santi precedentemente posta presso la chiesa di S. Fermo Maggiore.",Monumenti,riduzione,"via Santa Maria Antica, 1 - Verona1",45.4435218,10.9989774,novembre-febbraio,"Lunedì chiuso
Martedì 10-13/14-18
Mercoledì 10-13/14-18
Giovedì 10-13/14-18
Venerdì 10-13/14-18
Sabato 10-13/14-18
Domenica 10-13/14-18",marzo-ottobre,"Lunedì chiuso
Martedì  10-13/14.18
Mercoledì 10-13/14.18
Giovedì 10-13/14.18
Venerdì 10-13/14.18
Sabato 10-13/14.18
Domenica 10-13/14.18"
Torre dei Lamberti,"Una delle torri superstiti del Palazzo della Ragione o del Comune è l'unica torre privata di Verona, eretta dalla famiglia dei Lamberti (di cui non si conosce praticamente nulla) nel 1172, in tufo e cotto.\n
Nel 1448-64 vennero operati lavori di restauro e di ulteriore innalzamento della costruzione, che raggiunse gli attuali 84 metri. Alla fine del '700 le fu applicato un grande orologio.\n
Nel 1295 vi furono collocate due campane: la Marangona suonava l'ora della fine del lavoro per gli artigiani e dava l'allarme in caso d'incendi, mentre il Rengo radunava il consiglio comunale richiamava i cittadini alle armi in caso di pericolo per la città.\n
Dalla sommità della torre (raggiungibile con le scale e con l'ascensore) si gode uno spettacolare panorama del centro storico cittadino.",Monumenti,riduzione,"Via dalla Costa, 2  - Verona1",45.4429629,10.9976605,novembre-febbraio,"Lunedì 10-18
Martedì 10-18
Mercoledì 10-18
Giovedì 10-18
Venerdì 10-18
Sabato 11-19
Domenica 11-19",marzo-ottobre,"Lunedì 10-18
Martedì  10-18
Mercoledì 10-18
Giovedì 10-18
Venerdì 10-18
Sabato 11-19
Domenica 11-19"
Museo Africano,"Allestito dai Padri Comboniani, è stato fondato nel 1938 con lo scopo di valorizzare le realtà culturali delle popolazioni africane presso cui vivono i missionari.\n
Sono presenti pannelli descrittivi che ripercorrono le vicende storiche africane, una vastissima raccolta di oggetti etnografici (soprattutto strumenti musicali, giochi e suppellettili) provenienti da Egitto, Sudan, Congo, Togo, Burkina Faso e altri stati africani e una biblioteca specializzata.\n
Nel 1996 una radicale ristrutturazione ha permesso di riqualificare la funzione del Museo, attraverso l'introduzione di nuove tecniche multimediali. Ora, accanto alla funzione etnografica, il Museo ha assunto il ruolo di centro di dialogo interculturale per l'educazione allo scambio con le culture e le tradizioni dei popoli dei Paesi del Sud del Mondo. Periodicamente è sede di mostre temporanee a tema.",Musei ,riduzione,"Vicolo Pozzo, 1  Verona1",45.446307,11.0060531,novembre-febbraio,"Lunedì chiuso
Martedì 9-12:30/14-17
Mercoledì 9-12:30/14-17
Giovedì 9-12:30/14-17
Venerdì 9-12:30/14-17
Sabato 9-12:30
Domenica prima e terza del mese 14-18",marzo-ottobre,"Lunedì chiuso
Martedì  9-12:30/14-17
Mercoledì 9-12:30/14-17
Giovedì 9-12:30/14-17
Venerdì 9-12:30/14-17
Sabato 9-12:30
Domenica prima e terza del mese: 14-18"
Museo di Storia Naturale,"Il Museo Civico di Storia Naturale di Verona, che trova sede nel prestigioso palazzo Pompei, ospita varie sezioni scientifiche dedicate allo studio di minerali e rocce, paleontologia e zoologia.\n
Le sezioni di preistoria e botanica sono state trasferite alla Palazzina Comando dell'ex Arsenale Militare Austriaco. Il materiale scientifico raccolto dai ricercatori del Museo e da tanti naturalisti, nel corso di ormai quasi cinque secoli, viene oggi meticolosamente preparato e catalogato, prima di essere studiato e quindi conservato nelle collezioni o esposto nelle sale.\n
Il Museo svolge quindi un ruolo attivo e determinante nella ricerca scientifica e nella pubblicazione di saggi e testi divulgativi.\n
Il fiore all’occhiello del museo è senza dubbio la sezione dedicata ai fossili di Bolca, esemplari di oltre 250 specie animali e 200 vegetali provenienti dai monti Lessini  a 50 chilometri da Verona portavoce di quella che era la vita sulla Terra 50 milioni di anni fa e di come si sia evoluta.",Musei ,riduzione,"Lungadige Porta Vittoria 9, Verona1",45.438486,11.002116,novembre-febbraio,"Lunedì 9-17
Martedì 9-17
Mercoledì 9-17
Giovedì 9-17
Venerdì chiuso
Sabato 14-18
Domenica 14-18",marzo-ottobre,"Lunedì 9-17
Martedì  9-17
Mercoledì 9-17
Giovedì 9-17
Venerdì chiuso
Sabato 14-18
Domenica 14-18"
Museo degli Affreschi G.B. Cavalcaselle alla Tomba di Giulietta,"Il complesso conventuale di S. Francesco al Corso risale al XIII secolo.\n
Nel 1935 Antonio Avena, allora Direttore dei Musei Civici, apriva al pubblico la cosiddetta “Tomba di Giulietta”, cioè il luogo in cui era stata posta l’arca che secondo la leggenda accolse i corpi di Romeo e Giulietta, facendone punto di attrazione turistica.\n
Nell'annesso Museo degli Affreschi “G.B. Cavalcaselle” (inaugurato nel 1975) sono esposti cicli di affreschi provenienti da edifici veronesi dal Medioevo al Cinquecento e sculture dell’Ottocento, mentre la chiesa di S. Francesco ospita opere su tela di grandi dimensioni dal Cinquecento al Settecento.\n
Nel sotterraneo è collocato un deposito di anfore romane del I secolo d.C. rinvenute in scavi della zona. Nel cortile è depositato materiale lapideo (architettonico e scultoreo) medievale e moderno in previsione dell’allestimento di un lapidario.",Musei ,riduzione,"Via Luigi da Porto 5, Verona1",45.4337465,10.9969899,novembre-febbraio,"Lunedì 13:30-19:30
Martedì 8:30-19:30
Mercoledì 8:30-19:30
Giovedì 8:30-19:30
Venerdì 8:30-19:30
Sabato 8:30-19:30
Domenica 8:30-19:30",marzo-ottobre,"Lunedì 13:30-19:30
Martedì  8:30-19:30
Mercoledì 8:30-19:30
Giovedì 8:30-19:30
Venerdì 8:30-19:30
Sabato 8:30-19:30
Domenica 8:30-19:30"
"Galleria d'Arte Moderna ""Achille Forti""","Dopo varie campagne di restauro, uno degli edifici più significativi e centrali della città, Palazzo della Ragione, dal 12 aprile 2014 è la nuova sede della Galleria d'Arte Moderna Achille Forti.\n
Da sempre cuore pulsante del centro cittadino, il Palazzo ospita le collezioni comunali per la prima volta unite a quelle della Fondazione Cariverona e della Fondazione Domus.\n
Il complesso monumentale che comprende la Torre dei Lamberti, la Cappella dei Notai e la Scala della Ragione, viene quindi restituito alla città e ai suoi visitatori, che nelle quattro magnifiche sale allestite con i capolavori delle collezioni possono riscoprire opere straordinarie, dal 1840 al 1940, che raccontano la storia di Verona, delle sue collezioni e del loro rapporto con la città. Tra queste, la Meditazione di Francesco Hayez e i dipinti di Giovanni Fattori, Angelo Morbelli, Felice Casorati, Guido Trentini, Giacomo Balla, Umberto Boccioni, Gino Rossi, Filippo de Pisis, Giorgio Morandi e le sculture di Medardo Rosso e Arturo Martini.\n
La nuova Galleria perpetua il nome del grande mecenate Achille Forti (1878-1937): botanico di origine borghese, questo illustre cittadino lasciò al comune di Verona la maggior parte del suo vasto patrimonio, il palazzo dove risiedeva, e la sua collezione d’arte.\n
Grazie a molteplici donazioni e a un programma di acquisizioni che hanno ampliato questo nucleo originario, oggi la Galleria d’Arte Moderna a Palazzo della Ragione si presenta ai cittadini di Verona e al vasto pubblico internazionale ulteriormente arricchita confermandosi uno dei luoghi di grande varietà e qualità del patrimonio visivo e artistico italiano.",Musei ,gratis,"Cortile Mercato Vecchio, Verona1",45.4431229,10.9980252,novembre-febbraio,"Lunedì chiuso
Martedì 10-18
Mercoledì 10-18
Giovedì 10-18
Venerdì 10-18
Sabato 11-19
Domenica 11-19",marzo-ottobre,"Lunedì chiuso
Martedì  10-18
Mercoledì 10-18
Giovedì 10-18
Venerdì 10-18
Sabato 11-19
Domenica 11-19"
Museo archeologico al teatro romano,"Il Museo Archeologico totalmente rinnovato ed ampliato è situato nell'eccezionale contesto paesaggistico del teatro romano, che si estendeva dalla riva del fiume alla sommità del colle di San Pietro.\n
Sui resti dell'edificio da spettacolo, nel Quattrocento fu costruito un convento dai Gesuati, una confraternita specializzata nella preparazione di medicine per gli infermi, che prediligeva per le proprie sedi i luoghi ricchi di acqua.\n
L'ingresso all'area archeologica è situato nel palazzetto Fontana, che ingloba tratti di murature della grande costruzione della scena del teatro, alta in origine circa 30 metri.\n
In vari luoghi del monumento sono visibili lapidi e rilievi romani, mentre in alto nella splendida cornice del monastero si snoda con passaggi all'aperto neglia antichi chiostri, l'esposizione di una ricca collezione di reperti di notevolissimo valore legati anche alle decorazioni scultoree del Teatro Romano e dell'Arena.\n
La particolarissima collocazione costituisce un elemento fondamentale ed eccezionale della visita all'intero complesso: lo splendido panorama del teatro e della città dall'alto consente infatti di mettere immediatamente in relazione ciò che è esposto nel Museo con il contesto esterno e fa di questo luogo una delle mete imperdibili di Verona.",Musei ,riduzione,Piazzetta Martiri della Libertà - Verona1,45.44708,11.00186,novembre-febbraio,"Lunedì 13:30-19:30
Martedì 8:30-19:30
Mercoledì 8:30-19:30
Giovedì 8:30-19:30
Venerdì 8:30-19:30
Sabato 8:30-19:30
Domenica 8:30-19:30",marzo-ottobre,"Lunedì 13:30-19:30
Martedì  8:30-19:30
Mercoledì 8:30-19:30
Giovedì 8:30-19:30
Venerdì 8:30-19:30
Sabato 8:30-19:30
Domenica 8:30-19:30"
Casa di Giulietta,"L'edificio, risalente al XIII sec., fu a lungo proprietà della famiglia Cappello, il cui stemma è scolpito sull'arco interno del cortile. L'identificazione dei Cappello con i Capuleti ha dato origine alla convinzione che lì sorgesse la casa di Giulietta, eroina della tragedia di Shakespeare.\n
La dimora medievale restaurata pittorescamente da Antonio Avena a metà degli anni '30, è stata nel recente passato adibita a mostre temporanee.\n
L'edificio presenta una bella facciata interna in mattoni a vista, un portale in stile gotico, finestre trilobate, una balaustra che mette in comunicazione dall'esterno i vari corpi della casa e, ovviamente, il famoso balcone.\n
Nel cortile è collocata la statua in bronzo di Giulietta, opera dello scultore Nereo Costantini.\n 
La casa di Giulietta è una delle suggestive sedi che la città mette a disposizione degli sposi per la celebrazione del loro matrimonio.",Musei ,riduzione,"Via Cappello, 23 - Verona1",45.4418507,10.9984303,novembre-febbraio,"Lunedì 13:30-19:30
Martedì 8:30-19:30
Mercoledì 8:30-19:30
Giovedì 8:30-19:30
Venerdì 8:30-19:30
Sabato 8:30-19:30
Domenica 8:30-19:30",marzo-ottobre,"Lunedì 13:30-19:30
Martedì  8:30-19:30
Mercoledì 8:30-19:30
Giovedì 8:30-19:30
Venerdì 8:30-19:30
Sabato 8:30-19:30
Domenica 8:30-19:30"
Museo di Castelvecchio,"Nel 1928 una parte del complesso di Castelvecchio venne adibita a sede museale.\n
Danneggiato dai bombardamenti nel corso della seconda guerra mondiale, rimase vuoto per una decina d'anni.\n
Nel 1957 l'architetto Carlo Scarpa e il direttore del Museo, Licisco Magagnato, avviarono una radicale opera di ristrutturazione e riallestimento museale. I lavori, terminati nel 1964, riportarono alla luce l'antica Porta del Morbio, che si apriva nella cinta muraria del XII sec., e restituirono alla città una sede museale universalmente riconosciuta come uno dei capolavori della museografia italiana.\n
Esprime infatti la genialità dell'architetto veneziano nell'integrare le strutture del passato con l'innovazione del presente e nel rendere l'esperienza di visita al Museo ricca di emozioni e di suggestioni.\n
Il Museo di Castelvecchio espone importanti collezioni di arte medievale, rinascimentale e moderna (fino al XVIII secolo); 29 sono le sale dedicate all'esposizione di dipinti, sculture, reperti archeologici e armi. Il museo ospita inoltre un Gabinetto Disegni e Stampe, un Gabinetto Numismatico, e sala Boggian, dedicata ad esposizioni temporanee.",Musei ,gratis,"Corso Castelvecchio, 2 - Verona1",45.4397711,10.9878302,novembre-febbraio,"Lunedì 13:30-19:30
Martedì 8:30-19:30
Mercoledì 8:30-19:30
Giovedì 8:30-19:30
Venerdì 8:30-19:30
Sabato 8:30-19:30
Domenica 8:30-19:30",marzo-ottobre,"Lunedì 13:30-19:30
Martedì  8:30-19:30
Mercoledì 8:30-19:30
Giovedì 8:30-19:30
Venerdì 8:30-19:30
Sabato 8:30-19:30
Domenica 8:30-19:30"
Museo Lapidario Maffeiano,"Fra i più antichi musei pubblici europei, il Lapidario vanta una collezione epigrafica greca, etrusca, paleoveneta e romana, ma anche araba di grande pregio. Fu istituito nel 1745 grazie soprattutto all'appassionata opera di raccolta di Scipione Maffei, insigne uomo di cultura veronese.\n
Il museo sorge nel luogo compreso fra le antiche mura che congiungevano piazza Bra e Castelvecchio e fu originariamente pensato come giardino di accesso al teatro dell'Accademia Filarmonica. Oggi possiamo ammirare al suo interno le epigrafi che, a partire dal 1612, la stessa Accademia filarmonica ha acquistato, esponendole successivamente al pubblico.\n
Il museo fu originariamente allestito da Scipione Maffei, fu poi acquistato dal Comune nel 1883 e infine riorganizzato secondo criteri moderni nel 1982.",Musei ,gratis,Piazza Bra 28 - Verona1,45.4382674,10.9910917,novembre-febbraio,"Lunedì chiuso
Martedì 8:30-14
Mercoledì 8:30-14
Giovedì 8:30-14
Venerdì 8:30-14
Sabato 8:30-14
Domenica 8:30-14",marzo-ottobre,"Lunedì chiuso
Martedì  8:30-14
Mercoledì 8:30-14
Giovedì 8:30-14
Venerdì 8:30-14
Sabato 8:30-14
Domenica 8:30-14"
Arena Museo Opera,"AMO o Arena MuseOpera, è un museo di Verona dedicato all'opera lirica e situato a Palazzo Forti.",Musei ,riduzione,"Via Achille Forti, 1",45.445538,10.998409,novembre-febbraio,dipende dall'evento,marzo-ottobre,dipende dall'evento
Centro Internazionale di Fotografia Scavi Scaligeri,"Il centro internazionale di fotografia Scavi Scaligeri è uno spazio espositivo sotterraneo che è stato realizzato all'interno di un sito archeologico venuto alla luce tra il 1981 ed il 1983, nel quale vengono ospitate dal 1996 mostre fotografiche, oltre a workshop tematici, itinerari didattici, corsi di fotografia, spettacoli e letture. Situato nel cortile del Tribunale, nel pieno centro storico di Verona, a pochi passi da piazza delle Erbe, piazza dei Signori e dalle Arche scaligere, permette di vedere anche reperti romani, longobardi e medievali che si sono preservati nel sottosuolo.",Musei ,riduzione,cortile del Tribunale,45.443231,10.998855,novembre-febbraio,"Lunedì chiuso
Martedì 10-19
Mercoledì 10-19
Giovedì 10-19
Venerdì 10-19
Sabato 10-19
Domenica 10-19",marzo-ottobre,"Lunedì chiuso
Martedì 10-19
Mercoledì 10-19
Giovedì 10-19
Venerdì 10-19
Sabato 10-19
Domenica 10-19"
Museo Conte,La più antica tipografia di Verona dal 1933 della famiglia Conte ma negli stessi locali dal 1750. Da 10 anni è divenuta Associazione Culturale a scopo di salvaguardia.,Musei ,gratis,"Via Santa Maria in Chiavica, 3",45.443965,10.999337,novembre-febbraio,,marzo-ottobre,
Museo Miniscalchi,"Il Museo Miniscalchi-Erizzo, proprietà dell'omonima Fondazione, ha sede in un complesso di edifici contigui nel cuore della città antica, tra piazza Erbe e il Duomo. La facciata, impostata su tre registri, è segnata, in particolare, da un prezioso portale archi-acuto strombato in tricromia marmorea e da due grandi bifore che si aprono al centro del piano nobile. La costruzione dell'edificio risale all'ultimo quarto del XV secolo ed è assegnata ad Angelo di Giovanni, un lapicida di origine lombarda attivo a Verona.",Musei ,riduzione,"Via S. Mamaso, 2/A",45.445136,10.995767,novembre-febbraio,"Lunedì 10-13/14-18
Martedì chiuso
Mercoledì chiuso
Giovedì chiuso
Venerdì 10-13/14-18
Sabato 10-13/14-18
Domenica 10-13/14-18",marzo-ottobre,"Lunedì 10-13/14-18
Martedì chiuso
Mercoledì chiuso
Giovedì chiuso
Venerdì 10-13/14-18
Sabato 10-13/14-18
Domenica 10-13/14-18"
Museo della Radio,"Il Museo della Radio Guglielmo Marconi di Verona è l'unico museo al mondo riconosciuto dalla famiglia dello scienziato, perchè in possesso dell'antenna presente sul panfilo Elettra dalla quale, nel 1896, partì il primo segnale WiFi della storia. Il museo nasce nel 1999 dalla collezione privata di radio d'epoca del suo fondatore, Alberto Chiantera, diventando ben presto unico punto di riferimento in Italia per la storia della radio.",Musei ,gratis,"Via del Pontiere, 40",45.433549,10.995995,novembre-febbraio,"Lunedì 9-14
Martedì 9-14
Mercoledì 9-14
Giovedì 9-14
Venerdì 9-14
Sabato chiuso
Domenica chiuso",marzo-ottobre,"Lunedì 9-14
Martedì 9-14
Mercoledì 9-14
Giovedì 9-14
Venerdì 9-14
Sabato chiuso
Domenica chiuso"
Palazzo della Ragione,"Palazzo della Ragione è un maestoso edificio a pianta quadrangolare con cortile interno, situato nell'angolo sud-est dell'antico foro romano, fra piazza delle Erbe e piazza dei Signori. Una ""domus communis"" edificata nel XII secolo per accogliere le nuove magistrature del Comune, incorporando vari edifici preesistenti, e dotata di quattro possenti torri angolari difensive.",Musei ,riduzione,"Cortile Del Mercato Vecchio, 10",45.442766,10.997997,novembre-febbraio,"Lunedì chiuso
Martedì 10-18
Mercoledì 10-18
Giovedì 10-18
Venerdì 10-18
Sabato 11-19
Domenica 11-19",marzo-ottobre,"Lunedì chiuso
Martedì 10-18
Mercoledì 10-18
Giovedì 10-18
Venerdì 10-18
Sabato 11-19
Domenica 11-19"
Giardino Giusti,"Il giardino costituisce un complesso urbano di grande interesse e bellezza che è stato visitato e celebrato nei secoli da illustri personaggi della storia e della cultura.\n 
Natura, arte, storia, rendono famoso il giardino Giusti nel mondo.\n
Creato alla fine del 1400, il giardino si presenta oggi nella struttura datagli da Agostino Giusti, Cavaliere della Repubblica Veneta e gentiluomo del Granduca di Toscana. Fu progettato come sfondo del palazzo Giusti ed è dotato di terrazzi in modo da poter progressivamente scoprire alla vista la città, secondo un percorso preordinato.\n 
Situato di fronte all'atrio cinquecentesco, il famoso viale di cipressi si inerpica fino ad una grotta di stalattiti, sovrastata da un “mascherone” costruito per poter emettere dalla bocca lingue di fuoco. Dal belvedere si gode uno dei più bei panorami di Verona.",Monumenti,riduzione,"Via giardino Giusti, 2 - Verona1",45.4436667,11.0071608,novembre-febbraio,"Lunedì 9-19
Martedì 9-19
Mercoledì 9-19
Giovedì 9-19
Venerdì 9-19
Sabato 9-19
Domenica 9-19",marzo-ottobre,"Lunedì 9-19
Martedì  9-19
Mercoledì 9-19
Giovedì 9-19
Venerdì 9-19
Sabato 9-19
Domenica 9-19"
